BT_desc,startdate,enddate,starting bal,ending bal,roi %,avgroipertrade,annualized Sharpe,wins%,losses%,n scalps,wins(max/min/avg),losses(MAX/min/avg),price chg,vola
ETHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:1 willrema_long_entry:-100 willrEMA_short_entry:0,2021-03-07 14:09:00,2021-04-01 17:54:00,10000,9293.635441508508,-7.1%,-0.0014,-2.27,0.57,0.43,30,0.0199/0/0.0078,-0.085/0/-0.0131,35.49%,0.07
BCHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:1 willrema_long_entry:-100 willrEMA_short_entry:0,2021-03-07 21:42:00,2021-04-03 12:39:00,10000,9627.862473964342,-3.7%,-0.0006,-2.70,0.58,0.42,26,0.0134/0/0.0065,-0.0351/0/-0.01,9.39%,0.052
XRPUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:1 willrema_long_entry:-100 willrEMA_short_entry:0,2021-03-07 19:42:00,2021-04-01 14:03:00,10000,10681.893618566894,6.8%,0.0049,7.63,0.87,0.13,15,0.0205/0/0.0066,-0.0121/0/-0.0047,26.22%,0.102
EOSUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:1 willrema_long_entry:-100 willrEMA_short_entry:0,2021-03-06 23:12:00,2021-04-03 22:51:00,10000,9478.873660416093,-5.2%,-0.0018,-2.46,0.63,0.37,19,0.0175/0/0.0088,-0.0361/0/-0.0186,52.29%,0.128
LTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:1 willrema_long_entry:-100 willrEMA_short_entry:0,2021-03-09 19:24:00,2021-03-30 13:09:00,10000,9835.976666167973,-1.6%,-0.0001,1.71,0.71,0.29,17,0.0133/0/0.0053,-0.0295/0/-0.0118,13.27%,0.063
TRXUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:1 willrema_long_entry:-100 willrEMA_short_entry:0,2021-03-08 14:39:00,2021-04-03 01:36:00,10000,9274.718925623662,-7.3%,-0.0020,-1.04,0.61,0.39,23,0.0412/0/0.0119,-0.0872/0/-0.0227,114.69%,0.208
ETCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:1 willrema_long_entry:-100 willrEMA_short_entry:0,2021-03-07 21:21:00,2021-03-31 03:00:00,10000,9721.514101325949,-2.8%,-0.0003,0.58,0.61,0.39,23,0.0402/0/0.0092,-0.036/0/-0.0144,29.27%,0.079
LINKUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:1 willrema_long_entry:-100 willrEMA_short_entry:0,2021-03-07 16:06:00,2021-04-01 01:36:00,10000,10802.560834028955,8.0%,0.0042,3.64,0.77,0.23,22,0.0334/0/0.0082,-0.02/0/-0.0086,11.29%,0.058
XLMUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:1 willrema_long_entry:-100 willrEMA_short_entry:0,2021-03-06 23:51:00,2021-04-02 20:48:00,10000,10546.96505875076,5.5%,0.0035,1.34,0.68,0.32,19,0.0219/0/0.0073,-0.0148/0/-0.0048,3.14%,0.045
ADAUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:1 willrema_long_entry:-100 willrEMA_short_entry:0,2021-03-07 00:09:00,2021-03-31 00:24:00,10000,10034.8957462094,0.3%,0.0010,-0.10,0.62,0.38,21,0.0231/0/0.0086,-0.0454/0/-0.0108,12.05%,0.064
XMRUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:1 willrema_long_entry:-100 willrEMA_short_entry:0,2021-03-07 00:00:00,2021-04-03 20:45:00,10000,10459.873065283211,4.6%,0.0025,2.25,0.65,0.35,26,0.019/0/0.0078,-0.0299/0/-0.0073,22.34%,0.063
DASHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:1 willrema_long_entry:-100 willrEMA_short_entry:0,2021-03-07 20:00:00,2021-04-02 21:03:00,10000,9191.431211994517,-8.1%,-0.0034,-6.37,0.53,0.47,19,0.0104/0/0.0052,-0.0341/0/-0.0125,12.73%,0.066
ZECUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:1 willrema_long_entry:-100 willrEMA_short_entry:0,2021-03-07 07:15:00,2021-04-03 08:39:00,10000,9448.821993933356,-5.5%,-0.0015,-1.21,0.60,0.40,20,0.035/0/0.0107,-0.1078/0/-0.019,49.93%,0.093
XTZUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:1 willrema_long_entry:-100 willrEMA_short_entry:0,2021-03-07 01:18:00,2021-04-03 14:51:00,10000,10663.886900642116,6.6%,0.0033,2.26,0.78,0.22,27,0.0431/0/0.0115,-0.0613/0/-0.0229,35.59%,0.084
BNBUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:1 willrema_long_entry:-100 willrEMA_short_entry:0,2021-03-07 02:00:00,2021-03-28 17:06:00,10000,10555.391679874903,5.6%,0.0042,4.34,0.80,0.20,15,0.016/0/0.0073,-0.0126/0/-0.0071,46.88%,0.108
LINKUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-20 willrEMA_short_entry:-80,2021-03-07 00:00:00,2021-03-07 07:54:00,10000,10087.458312777504,0.9%,0.0047,nan,1.00,0.00,1,0.0095/0/0.0048,0/0/0.0,11.29%,0.058
BTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-50 willrEMA_short_entry:-50,2021-03-07 04:24:00,2021-04-03 13:27:00,10000,10235.254388946929,2.4%,0.0015,1.27,0.68,0.32,38,0.0166/0/0.0067,-0.0641/0/-0.0095,21.14%,0.06
ETHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-50 willrEMA_short_entry:-50,2021-03-08 22:30:00,2021-04-02 01:51:00,10000,8847.963276569466,-11.5%,-0.0025,-4.28,0.53,0.47,34,0.0175/0/0.0092,-0.085/0/-0.0154,35.49%,0.07
BCHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-50 willrEMA_short_entry:-50,2021-03-07 09:00:00,2021-04-02 02:21:00,10000,10129.663874161382,1.3%,0.0012,0.96,0.69,0.31,32,0.0211/0/0.006,-0.0351/0/-0.0088,9.39%,0.052
XRPUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-50 willrEMA_short_entry:-50,2021-03-08 02:09:00,2021-04-03 10:18:00,10000,11300.182940281078,13.0%,0.0055,10.65,0.80,0.20,25,0.0336/0/0.0085,-0.0146/0/-0.0056,26.22%,0.102
EOSUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-50 willrEMA_short_entry:-50,2021-03-06 23:12:00,2021-04-03 22:51:00,10000,10392.701575046265,3.9%,0.0024,2.21,0.76,0.24,25,0.0216/0/0.0085,-0.0429/0/-0.0156,52.29%,0.128
LTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-50 willrEMA_short_entry:-50,2021-03-09 04:15:00,2021-04-01 08:15:00,10000,9947.675893844864,-0.5%,0.0008,0.02,0.67,0.33,27,0.0217/0/0.009,-0.0881/0/-0.0149,13.27%,0.063
TRXUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-50 willrEMA_short_entry:-50,2021-03-08 00:54:00,2021-04-03 19:57:00,10000,9880.107924700998,-1.2%,0.0005,0.37,0.67,0.33,24,0.0222/0/0.0102,-0.0872/0/-0.0179,114.69%,0.208
ETCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-50 willrEMA_short_entry:-50,2021-03-08 02:09:00,2021-04-02 08:27:00,10000,9996.706261759478,-0.0%,0.0008,-1.36,0.65,0.35,20,0.0187/0/0.0071,-0.0373/0/-0.0103,29.27%,0.079
LINKUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-50 willrEMA_short_entry:-50,2021-03-06 23:51:00,2021-04-01 07:27:00,10000,9960.615588751582,-0.4%,0.0008,-0.98,0.69,0.31,26,0.0334/0/0.0115,-0.0561/0/-0.0218,11.29%,0.058
XLMUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-50 willrEMA_short_entry:-50,2021-03-06 23:51:00,2021-04-02 00:03:00,10000,8994.954919503953,-10.1%,-0.0026,-3.21,0.75,0.25,28,0.0205/0/0.0058,-0.0987/0/-0.0252,3.14%,0.045
ADAUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-50 willrEMA_short_entry:-50,2021-03-08 10:18:00,2021-04-03 07:06:00,10000,9246.728222997739,-7.5%,-0.0022,-4.31,0.60,0.40,25,0.011/0/0.0051,-0.0454/0/-0.0124,12.05%,0.064
XMRUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-50 willrEMA_short_entry:-50,2021-03-07 00:00:00,2021-04-03 19:57:00,10000,9474.882693549629,-5.3%,-0.0005,-1.16,0.68,0.32,37,0.0191/0/0.008,-0.0625/0/-0.0173,22.34%,0.063
DASHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-50 willrEMA_short_entry:-50,2021-03-08 01:57:00,2021-04-03 14:21:00,10000,9505.315356132016,-4.9%,-0.0011,-1.70,0.60,0.40,25,0.0197/0/0.0068,-0.0517/0/-0.0125,12.73%,0.066
ZECUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-50 willrEMA_short_entry:-50,2021-03-10 20:18:00,2021-04-02 01:36:00,10000,10425.755822498624,4.3%,0.0033,1.10,0.79,0.21,19,0.0363/0/0.0132,-0.1078/0/-0.0289,49.93%,0.093
XTZUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-50 willrEMA_short_entry:-50,2021-03-07 09:00:00,2021-04-01 12:06:00,10000,11557.240823919305,15.6%,0.0057,10.18,0.83,0.17,29,0.0431/0/0.0091,-0.0266/0/-0.0097,35.59%,0.084
BNBUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-50 willrEMA_short_entry:-50,2021-03-07 04:30:00,2021-04-01 06:06:00,10000,10613.154493189748,6.1%,0.0028,3.46,0.66,0.34,29,0.021/0/0.0082,-0.0207/0/-0.0073,46.88%,0.108
BTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-21 23:12:00,2020-03-03 12:54:00,10000,10025.106161263293,0.3%,0.0009,-0.24,0.78,0.22,36,0.0132/0/0.004,-0.0395/0/-0.0092,-8.74%,0.052
ETHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-21 22:54:00,2020-03-03 23:54:00,10000,10000.748886013906,0.0%,0.0009,-0.16,0.61,0.39,31,0.0262/0/0.0087,-0.0356/0/-0.0113,-14.22%,0.078
BCHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-21 23:18:00,2020-03-03 23:57:00,10000,10542.792972204066,5.4%,0.0027,3.14,0.76,0.24,29,0.0276/0/0.0103,-0.0577/0/-0.0195,-14.16%,0.086
XRPUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-22 03:09:00,2020-03-03 21:27:00,10000,9107.720813172009,-8.9%,-0.0020,-10.43,0.61,0.39,31,0.0207/0/0.0049,-0.0364/0/-0.0127,-16.36%,0.077
EOSUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-22 05:12:00,2020-03-03 23:45:00,10000,11233.950017669164,12.3%,0.0045,10.94,0.81,0.19,31,0.0224/0/0.0092,-0.0378/0/-0.0135,-9.82%,0.071
LTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-21 23:21:00,2020-03-03 21:39:00,10000,9629.809746433133,-3.7%,-0.0002,-2.54,0.58,0.42,33,0.0569/0/0.0101,-0.0442/0/-0.0139,-14.83%,0.106
TRXUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-21 23:21:00,2020-03-03 23:57:00,10000,10700.13646075043,7.0%,0.0031,5.75,0.62,0.38,29,0.0238/0/0.0098,-0.038/0/-0.0076,-15.12%,0.088
ETCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-22 00:21:00,2020-03-03 22:36:00,10000,10466.555344842707,4.7%,0.0026,1.68,0.74,0.26,27,0.0361/0/0.0103,-0.0889/0/-0.0177,-5.13%,0.094
LINKUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-21 23:18:00,2020-03-03 18:33:00,10000,12231.750841967694,22.3%,0.0062,12.88,0.73,0.27,37,0.0446/0/0.0137,-0.0465/0/-0.0132,4.45%,0.065
XLMUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-22 11:21:00,2020-03-03 21:42:00,10000,9618.757777642113,-3.8%,-0.0003,-1.60,0.73,0.27,30,0.0201/0/0.0074,-0.0578/0/-0.02,-17.78%,0.092
ADAUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-21 23:18:00,2020-03-03 23:54:00,10000,11143.591980500303,11.4%,0.0037,8.55,0.76,0.24,37,0.0348/0/0.0095,-0.0414/0/-0.0134,-15.98%,0.096
XMRUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-21 23:18:00,2020-03-03 21:27:00,10000,8943.181649627002,-10.6%,-0.0030,-8.89,0.63,0.37,27,0.0192/0/0.0071,-0.0533/0/-0.0194,-15.14%,0.085
DASHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-21 21:12:00,2020-03-03 20:15:00,10000,11177.32882865197,11.8%,0.0041,6.53,0.76,0.24,34,0.029/0/0.01,-0.0713/0/-0.0141,-15.58%,0.091
ZECUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-21 20:48:00,2020-03-03 18:12:00,10000,11861.106008288147,18.6%,0.0056,8.54,0.77,0.23,35,0.0252/0/0.0108,-0.0659/0/-0.011,-18.95%,0.092
XTZUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-22 14:39:00,2020-03-03 19:57:00,10000,9913.286576774142,-0.9%,0.0007,1.02,0.59,0.41,32,0.0507/0/0.0122,-0.0569/0/-0.0157,-25.74%,0.119
BNBUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-21 23:09:00,2020-03-03 19:42:00,10000,10073.81059606716,0.7%,0.0011,-0.51,0.62,0.38,29,0.0335/0/0.009,-0.0466/0/-0.0114,-11.91%,0.073
BTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.25 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-21 23:12:00,2020-03-03 12:54:00,10000,10000.920494748465,0.0%,0.0008,-0.58,0.79,0.21,24,0.0125/0/0.0038,-0.0395/0/-0.0093,-8.74%,0.052
ETHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.25 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-21 22:54:00,2020-03-03 12:54:00,10000,10207.998510467058,2.1%,0.0016,3.06,0.62,0.38,26,0.0262/0/0.0093,-0.0356/0/-0.0103,-14.22%,0.078
BCHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.25 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-21 23:18:00,2020-03-03 20:33:00,10000,10925.729006246253,9.3%,0.0046,6.16,0.78,0.22,23,0.0259/0/0.0095,-0.0401/0/-0.0118,-14.16%,0.086
XRPUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.25 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-22 03:09:00,2020-03-03 20:30:00,10000,9532.889313439875,-4.7%,-0.0010,-5.82,0.60,0.40,25,0.0207/0/0.0054,-0.0364/0/-0.0102,-16.36%,0.077
EOSUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.25 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-22 19:54:00,2020-03-03 23:42:00,10000,10352.081192510108,3.5%,0.0024,4.02,0.73,0.27,22,0.0207/0/0.0088,-0.0378/0/-0.0135,-9.82%,0.071
LTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.25 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-22 03:09:00,2020-03-03 20:36:00,10000,10114.346627604049,1.1%,0.0014,0.65,0.61,0.39,23,0.0569/0/0.0113,-0.0442/0/-0.0136,-14.83%,0.106
TRXUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.25 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-21 23:21:00,2020-03-03 05:03:00,10000,10297.994274435858,3.0%,0.0022,2.05,0.57,0.43,21,0.0238/0/0.0086,-0.038/0/-0.0064,-15.12%,0.088
ETCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.25 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-22 00:21:00,2020-03-03 22:36:00,10000,10352.771896139937,3.5%,0.0026,1.15,0.76,0.24,21,0.0361/0/0.0112,-0.0889/0/-0.022,-5.13%,0.094
LINKUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.25 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-21 23:18:00,2020-03-03 05:00:00,10000,11965.076834323943,19.7%,0.0073,11.72,0.74,0.26,27,0.0446/0/0.0141,-0.0465/0/-0.0114,4.45%,0.065
XLMUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.25 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-22 14:39:00,2020-03-03 21:42:00,10000,9167.863236897858,-8.3%,-0.0026,-6.45,0.65,0.35,23,0.0201/0/0.0073,-0.0578/0/-0.02,-17.78%,0.092
ADAUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.25 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-21 23:18:00,2020-03-03 23:54:00,10000,11375.314726144206,13.8%,0.0048,18.04,0.78,0.22,32,0.0348/0/0.009,-0.0161/0/-0.0095,-15.98%,0.096
XMRUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.25 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-21 23:18:00,2020-03-03 21:27:00,10000,8960.947198986467,-10.4%,-0.0036,-10.17,0.65,0.35,23,0.0192/0/0.0062,-0.0533/0/-0.0207,-15.14%,0.085
DASHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.25 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-21 21:12:00,2020-03-03 20:15:00,10000,12114.620661708319,21.1%,0.0075,20.65,0.79,0.21,28,0.029/0/0.0106,-0.0101/0/-0.0039,-15.58%,0.091
ZECUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.25 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-21 22:54:00,2020-03-03 18:12:00,10000,11505.323857895488,15.1%,0.0056,7.44,0.76,0.24,29,0.0252/0/0.0118,-0.0659/0/-0.0128,-18.95%,0.092
XTZUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.25 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-22 14:39:00,2020-03-03 19:51:00,10000,9413.977774773926,-5.9%,-0.0012,-2.05,0.56,0.44,27,0.0317/0/0.0105,-0.0569/0/-0.0156,-25.74%,0.119
BNBUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.25 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-21 23:09:00,2020-03-03 19:42:00,10000,10268.984494657709,2.7%,0.0020,1.74,0.62,0.38,24,0.0335/0/0.0098,-0.0466/0/-0.0108,-11.91%,0.073
BTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-22 21:57:00,2020-03-03 12:54:00,10000,10025.699381345656,0.3%,0.0010,-0.01,0.77,0.23,13,0.0125/0/0.005,-0.0395/0/-0.0102,-8.74%,0.052
ETHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-21 22:54:00,2020-03-03 12:54:00,10000,10229.782319723425,2.3%,0.0019,3.52,0.65,0.35,20,0.0175/0/0.008,-0.0356/0/-0.009,-14.22%,0.078
BCHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-21 23:18:00,2020-03-03 20:33:00,10000,10527.4666114277,5.3%,0.0043,4.51,0.71,0.29,14,0.0177/0/0.0107,-0.0401/0/-0.0107,-14.16%,0.086
XRPUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-22 14:21:00,2020-03-03 20:30:00,10000,10180.354096723991,1.8%,0.0018,3.57,0.71,0.29,17,0.0207/0/0.0056,-0.0179/0/-0.0067,-16.36%,0.077
EOSUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-22 20:00:00,2020-03-03 23:42:00,10000,10780.199122731752,7.8%,0.0055,18.35,0.80,0.20,15,0.0207/0/0.0088,-0.0123/0/-0.0068,-9.82%,0.071
LTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-23 00:21:00,2020-03-03 20:36:00,10000,11152.86855025577,11.5%,0.0066,9.13,0.78,0.22,18,0.0569/0/0.0113,-0.0296/0/-0.0087,-14.83%,0.106
TRXUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-22 03:09:00,2020-03-03 05:03:00,10000,10306.624907214706,3.1%,0.0027,1.95,0.67,0.33,15,0.0238/0/0.0092,-0.038/0/-0.0096,-15.12%,0.088
ETCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-22 07:33:00,2020-03-03 22:36:00,10000,10005.460761666925,0.1%,0.0012,-0.65,0.73,0.27,15,0.0361/0/0.0122,-0.0889/0/-0.0256,-5.13%,0.094
LINKUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.5 willrema_long_entry:-100 willrEMA_short_entry:0,2020-02-21 23:18:00,2020-03-03 05:00:00,10000,11168.986956985113,11.7%,0.0065,7.89,0.74,0.26,19,0.0446/0/0.0145,-0.0465/0/-0.0145,4.45%,0.065
